stimulus,semD,contNum,mean context length,RT
analytical,0.303411066779924,19359,1150.4635570019113,832.94
travel,0.363307003083619,100000,841.62374,633.22
assembly,0.36233471374722503,51828,1132.993729258316,602.0
radial,0.3549682492823357,3022,1161.4672402382528,590.0
dribble,0.29848961140654967,1050,1040.7542857142857,856.93
turner,0.3567631199775127,20292,1110.2631086142321,653.81
commercial,0.3592868270974387,100000,951.87988,697.1
swindling,0.24365396412325815,161,1481.1801242236024,844.28
cactus,0.34092707280781426,1422,1105.4444444444443,729.62
taxicab,0.27452930817446464,107,1258.4766355140187,697.94
decapitate,0.25892906677668753,133,1536.5563909774437,930.39
coil,0.3395720922432322,3831,979.9031584442704,718.03
technical,0.3462574152193158,100000,975.08582,671.55
tonight,0.24940113402727584,29569,1068.8675301836383,654.06
procession,0.26057320145655977,6569,1286.082965443751,701.86
causation,0.2845729884461049,2266,1821.0745807590467,711.81
disposal,0.349944411206336,27851,1278.6986463681735,708.28
bloodstained,0.2475160468753638,373,1456.0026809651474,891.63
discontentment,0.2935616361932078,94,1422.9255319148936,1083.85
tooth,0.3602901086688027,7187,1128.9394740503687,634.56
unpromising,0.26009196219840236,639,1541.5946791862284,1096.79
mandible,0.3335613506024839,292,1514.3116438356165,762.12
ligament,0.3575612032647688,1656,1157.3297101449275,872.38
offend,0.26164751865567104,4312,1386.0463821892392,702.57
cease,0.3285426136280706,15409,1731.0881303134531,700.87
everyday,0.33836867701375045,46754,1040.7564914231937,673.75
unbearable,0.24601938203665302,3063,1335.2713026444662,834.63
designer,0.34868263378584163,35509,824.575178123856,725.59
confederation,0.28532852073252535,6414,1273.9437168693482,900.97
effect,0.37024295843415683,100000,1173.97516,882.38
holly,0.34124564917016936,7096,1024.979143179256,690.94
supplement,0.38326152486310966,29165,1182.2228355906052,686.21
springboard,0.3162959590441587,2988,1098.0401606425703,756.65
darkroom,0.29104868228586517,947,874.8743400211193,646.09
sorority,0.22126373017553522,131,1011.763358778626,791.03
focal,0.38331227192146666,12207,1133.1568772016055,744.92
dispute,0.31094997511119127,28728,1445.365253411306,655.0
continued,0.35681773077956325,100000,1178.61818,671.09
sponged,0.2967070352722685,115,900.3652173913043,763.03
smallpox,0.3036349863374559,1493,1578.219022103148,676.06
anguish,0.23305275448480733,3483,1405.7944300890038,810.09
clam,0.3599823627445633,749,1148.4165554072097,655.13
bizarre,0.2493819348398192,16823,1196.4018902692742,722.25
accommodation,0.34308180880639416,99537,751.7454916262294,770.88
desirable,0.3344253536057722,26327,1482.213620997455,639.77
brushed,0.33190841975270463,4363,1150.4022461608984,633.42
trucks,0.3197525736559681,7703,1193.4542386083344,557.59
paled,0.22504736487115073,318,1376.3301886792453,805.69
assessed,0.314001065992276,46875,1130.0791466666667,840.37
band,0.31235719452130506,86805,801.1381717642993,656.33
date,0.377742308280937,100000,851.89526,606.78
selfless,0.24117027196047688,1500,1441.1166666666666,803.34
donor,0.3514320189784838,9482,1143.978169162624,741.84
burial,0.30221304338606186,12086,1215.7051960946549,706.45
accompany,0.36883350495628653,18072,1188.4547919433378,899.42
lithium,0.36400580145815453,2281,1024.7930732135028,732.47
okay,0.23345177615518314,18328,1127.1246180707114,593.21
lavender,0.3587885319393333,4588,924.5087183958152,627.0
commit,0.3125962092725626,23759,1377.079548802559,632.09
midst,0.26215550019121847,12186,1515.2657968160183,680.53
gratify,0.18951859627781167,517,1901.4661508704062,725.1
nectarine,0.3264292006154636,152,777.4276315789474,902.73
peg,0.35065164709910357,4308,1089.0847260909934,709.61
accomplished,0.3312955789607451,18934,1436.310077109961,726.79
stealthy,0.26557628240118725,682,1396.8035190615835,741.43
blaze,0.3165616406536943,4536,1074.1611552028219,643.15
outer,0.3797118049682082,25135,1213.8554207280683,648.33
mutuality,0.24535137594218984,712,1593.9199438202247,941.68
hint,0.3050464068590188,14896,1321.718179377014,598.94
assigned,0.36478848225504484,26302,1508.491255417839,621.63
spades,0.29219482938257774,2224,977.9312050359712,719.81
considerable,0.3398517514824087,81864,1339.1103048959249,681.0
irreplaceable,0.30571734346608936,1631,1346.7946045370938,1127.0
thrifty,0.3321017119442044,686,1182.600583090379,721.18
stooping,0.2284389859266832,824,1429.4502427184466,788.27
ballplayer,0.24520930218395032,13,2044.6923076923076,763.76
creativity,0.299096474401756,26235,1006.8819515913856,684.62
termite,0.3036650850231013,356,1439.6629213483145,750.91
burned,0.3006639519748244,11910,1397.4448362720402,642.62
transcript,0.31855780486138197,10101,1525.1486981486983,697.59
uncommitted,0.3048055179431679,405,1965.4666666666667,736.13
individualist,0.2046660573831751,506,2132.693675889328,894.94
collaboration,0.3313476340573078,57312,1003.9228608319374,809.5
established,0.3710299296038812,100000,1041.31572,702.19
epileptic,0.31972816760921846,1623,1208.8773875539125,836.0
burst,0.30488607907975096,16782,1263.3575855082827,607.25
invader,0.297267910719554,891,1519.3535353535353,723.48
assorted,0.3174537636265113,4957,1205.2711317329029,689.73
priestess,0.2325410874187387,730,1228.3712328767124,861.04
accordance,0.3253123848080814,47090,1335.9342323210874,767.24
black,0.36523835532982013,100000,940.64945,628.79
consistency,0.35449142034688297,19466,1464.2005034418987,754.42
waggling,0.18473730956273215,140,1392.8357142857142,865.79
decimal,0.29302669663217307,5740,1151.7409407665505,712.39
climate,0.32989924243885865,54065,1032.8583926754832,716.47
sensible,0.30117890657451607,30769,1345.115245864344,793.97
motorist,0.28022430150438676,2611,1053.579854461892,680.34
postponement,0.32040219839592354,1696,1680.6055424528302,991.83
puncher,0.2696281629687292,91,1097.5494505494505,699.29
circus,0.3050206134880946,11676,1010.7755224391915,665.68
bury,0.34198597514423934,12435,1282.9736228387615,671.94
savant,0.28680384425725874,319,1508.8996865203762,877.78
accomplice,0.2588515069898021,1031,1292.8166828322016,940.52
slighter,0.27573661157731827,186,1636.4623655913979,678.5
vow,0.26553095443958397,2507,1434.335460710012,669.64
apocalypse,0.2650009685053318,3117,1400.364452999679,932.88
tuft,0.29445790319442927,415,1200.6144578313254,849.56
description,0.3906702506119157,100000,1028.90102,795.65
fatter,0.30211985659708956,1047,1077.080229226361,809.61
assistant,0.3535093332750672,56048,1022.6638952326578,728.67
gratuity,0.3323318341633406,554,1398.7472924187725,835.88
seating,0.32615143920183126,17891,785.8797719523783,702.38
floater,0.3509377986242466,332,1362.6234939759036,655.78
playboy,0.26452094472379284,1631,942.3519313304721,653.97
crash,0.3187336177890594,25624,1094.0426553231346,589.59
eggbeater,0.3521845442345692,20,715.35,727.34
legalize,0.262980715509017,249,1542.8313253012047,718.47
misuse,0.30844039183111305,14826,1096.807905031701,828.81
radiant,0.34879940192108577,3035,1202.9914332784185,689.76
constable,0.3219321100217887,11476,1113.917392819798,809.68
fluctuation,0.3475705110025341,1428,1735.687675070028,817.83
citizen,0.299611864985134,20643,1316.8586930194256,661.31
disagreeable,0.20158675341575794,1034,1566.6750483558994,835.97
committee,0.3232538798950367,100000,1000.10291,867.31
spank,0.16706995357442378,619,986.5525040387722,565.12
inconsolable,0.2325536109497114,290,1309.8862068965518,945.65
showpiece,0.3132205476958032,1059,960.6156751652502,773.73
underwear,0.29131030488455784,3847,858.6612945152067,671.91
subsidiary,0.3403194855752005,16355,1219.366126566799,849.0
citizenship,0.2700964755159926,17256,1124.4106977283263,799.69
blamed,0.28092918042384635,9703,1487.635576625786,656.19
stole,0.2682336537854316,7136,1255.0839405829597,658.41
anatomy,0.3676433656763548,8738,1195.0409704737926,721.0
brass,0.3415345143980964,17354,1000.3536936729284,652.5
special,0.39014437472825597,100000,894.25447,620.91
insensible,0.20270764664555557,469,1826.358208955224,803.96
daughter,0.2801197309104034,54651,1044.9458015406854,682.5
merited,0.30042650137613974,1257,1610.84645982498,802.19
mammoth,0.30217459922031475,3665,1221.9405184174625,670.25
acorn,0.36985164694087763,3112,1067.5999357326477,735.07
assume,0.3136545374638029,45531,1541.7698051876744,612.88
contentious,0.2952575872903338,6899,1473.0142049572403,765.77
jigsaw,0.35049601750215015,4985,1114.5189568706119,680.07
proximity,0.35409358928867884,14628,1333.0899644517365,738.72
stockroom,0.3049144472864027,148,754.2972972972973,742.28
hysterics,0.18789650088352708,540,1169.812962962963,883.55
overhear,0.22844074600927008,448,1506.1205357142858,763.9
existent,0.30386183395796595,1290,1781.615503875969,760.91
embrace,0.30414405227351277,17167,1377.7018698666045,676.52
constant,0.3520658423152875,54455,1305.1961619685978,823.61
primp,0.22090060835467948,8,529.375,832.66
bookshelf,0.31277453957726137,2070,987.0753623188406,712.55
according,0.36231926042689966,100000,1159.83352,707.18
watt,0.39063569966092837,6902,1159.350333236743,703.1
screaming,0.2188637920557144,10418,1155.0394509502783,741.44
exertion,0.3040326872649624,2099,1510.5945688423058,857.31
sainthood,0.2097953699968216,221,1663.8461538461538,807.38
mumps,0.3263932568403664,1056,1034.4554924242425,756.07
cell,0.4103496278740015,41773,1053.3310511574462,653.13
spacing,0.33408188577364756,4344,1266.7304327808472,622.21
assumed,0.33681856472221566,34811,1667.3632472494326,621.81
constitute,0.32335329357825765,23203,1741.3064689910786,908.9
sicker,0.28692159837284203,349,1257.1833810888252,657.83
comprise,0.3771462829111035,16073,1366.0979282025758,861.94
spectroscope,0.2697792705349285,74,1342.7972972972973,994.93
innocent,0.2548039360047804,20682,1318.373851658447,720.42
intolerable,0.25449226368470973,3210,1754.3872274143303,734.72
baron,0.3073308638919751,6209,1308.2391689483009,769.29
stout,0.3016618216382431,3907,1230.0281545943178,678.31
oregano,0.2956477454555754,647,849.5919629057187,875.4
city,0.3641505563423434,100000,799.81704,578.52
accounting,0.3159668251612104,30606,1143.6073645690387,632.09
tundra,0.30587943545157764,935,1126.614973262032,816.14
diametric,0.2891895056778697,78,1618.3076923076924,850.1
communicate,0.31329920344820644,43716,1148.102182267362,781.33
buyer,0.33134274875748293,14055,1017.0425471362504,796.31
assuming,0.3210525378309589,24043,1589.3229214324335,658.59
accredited,0.3093758590759381,22404,848.9420639171576,773.91
door,0.3211580892913145,100000,1004.07071,558.91
cashier,0.3281020628902366,1574,1350.646124523507,643.61
breakdown,0.36541838969671236,22768,1243.9126844694308,729.25
ecology,0.3083412236839712,14046,1127.8573259290902,760.33
create,0.3653097263609156,100000,950.03795,672.79
decorate,0.3470069593399434,4826,899.6597596353088,751.42
obesity,0.30794620320546273,8490,886.0065959952885,757.84
unappreciated,0.27161779485581306,414,1323.461352657005,863.1
communicating,0.3045879664783962,18149,1242.2799603283927,755.55
lick,0.28824916585671007,2836,995.9122002820875,635.2
acknowledgement,0.3258012816314992,11328,1330.261652542373,917.36
serious,0.3383259736698155,100000,1171.83937,603.18
northeaster,0.33628590337180997,10,2567.3,946.81
application,0.35563526750715596,100000,899.82221,706.7
cockpit,0.2985474807829995,3657,1063.414273995078,739.58
farther,0.2837377799347878,5556,1605.7114830813534,729.57
molestation,0.24739400332104858,372,1707.5645161290322,892.24
abandon,0.2869497001329587,12181,1661.8693046547903,740.55
salutary,0.23153573651834417,1266,1926.9715639810427,773.12
cellular,0.3738041391682259,9968,1140.782403691814,681.5
transience,0.23603137511209976,498,1209.8775100401606,899.3
iceberg,0.32792954425175824,3022,1194.1389808074123,646.81
finance,0.3172288041750751,87338,949.5284297785614,724.37
assured,0.34560002511875015,30177,1240.6445968784174,659.0
restrict,0.32837468787336693,16933,1515.772869544676,775.79
bare,0.31662737151226317,18619,1280.386164670498,609.79
virtuous,0.2494286931193088,2734,1801.7841989758595,742.48
reconstruction,0.34951365993025946,13858,1457.9994227161208,919.31
underbid,0.22223698084562024,31,1669.5483870967741,869.93
evangelism,0.1971969263660803,3333,1134.904890489049,756.58
catalyst,0.3326454863260735,9396,1174.4945721583654,771.56
creature,0.24632976812653537,12493,1368.2969663011286,652.36
thrilling,0.28947234416010653,7903,903.7226369733013,716.44
disappoint,0.27032407003017145,4015,1087.0224159402242,823.5
blame,0.2632157189129065,27555,1347.9769188894938,546.31
astonishing,0.2857348824364631,11704,1273.305963773069,786.84
constitutional,0.26126705908673903,14410,1482.9461485079805,760.2
demeanor,0.24246050319366164,448,1344.0379464285713,817.3
anger,0.265590011540622,22419,1280.0243989473215,697.0
barn,0.32542526762915036,14786,1058.2421885567428,672.76
cabinet,0.33120130035920053,28964,1098.5010357685403,590.0
mutate,0.310146766685476,809,1411.5747836835599,719.3
diverting,0.31461839970816613,2789,1590.7855862316242,829.61
kindliness,0.14885606564133155,203,1695.2610837438424,845.03
predisposed,0.31162934535375547,902,1645.7760532150776,905.34
valedictorian,0.2279215219308693,40,971.125,946.26
adventure,0.30574865039627497,36881,847.8144844228735,761.15
proclaim,0.2264133591011227,4430,1781.8191873589165,753.35
provisional,0.34700553056453876,13413,1420.267949004697,776.48
receptionist,0.31030924645277747,3338,1030.0850808867585,732.33
communist,0.2150535122966581,11757,1516.0127583567237,755.92
liberty,0.2874201542952852,18726,1458.3503150699562,625.03
permanent,0.36431213310684624,65740,1182.6827654396106,697.13
construction,0.36285760442954773,100000,1009.24688,753.63
arresting,0.2909479268768292,3017,1364.64932051707,705.74
angle,0.3517406549489169,26172,1124.544704264099,620.94
barrier,0.36728475423394125,22532,1258.7703710278715,640.79
haggle,0.27359147352137364,609,1052.1165845648604,853.67
breaking,0.3389709740217635,45992,1224.7814185075665,578.91
malfunction,0.3493397618662179,1806,1544.030454042082,886.52
constructive,0.28455393491913666,16904,1391.07542593469,862.3
angles,0.33947569387420845,13653,1217.0419687980664,635.97
quizmaster,0.23399024679086416,202,982.6435643564356,874.86
everyone,0.3128869540654943,100000,898.10613,661.53
masses,0.3190401643710638,15955,1377.6012535255406,702.82
geranium,0.29329016958271287,904,1019.9944690265487,886.96
breath,0.28983259533324296,26532,1136.8403060455298,668.62
vocalist,0.1798976249754665,4640,835.1422413793103,712.38
breathe,0.3170316244328038,11262,1101.0551411827385,863.5
consult,0.3502162861840949,37948,1153.8803626014546,704.06
supervision,0.33015053951961054,29619,1126.4875248995577,682.84
fumble,0.2503132291735133,495,1205.9030303030304,826.74
chug,0.2464369160698894,285,1148.1614035087719,756.11
breathtaking,0.3026893865791533,12659,812.8191010348369,774.47
barnacle,0.31624422361412363,542,1126.119926199262,724.15
handgun,0.2764041007691572,581,994.8605851979346,748.06
knocker,0.2759166465908723,265,1162.8943396226416,730.81
scrabble,0.2712613931260143,1133,1053.7652250661959,708.47
animal,0.37162267511259856,65079,1002.331643079949,643.91
transaction,0.3064063037313824,19457,1194.2429973788353,761.61
community,0.33554238788828533,100000,791.36736,678.56
consultant,0.33547418866669126,49771,878.2822326254244,682.63
active,0.37486423036309713,100000,1076.81282,632.74
deal,0.33812317537025205,100000,1070.78844,601.49
destruction,0.30485673141671293,35442,1497.2340161390441,718.15
base,0.39407102493564816,100000,1033.48582,540.81
meter,0.36925779722835333,9158,954.2142389167941,647.53
plagiarize,0.23279816974804937,62,1557.6451612903227,780.21
readable,0.29670806874478356,9449,1191.3701979045402,750.41
backed,0.35471250779434493,33738,1144.8541407315195,678.17
emit,0.32991788621026263,2952,1259.7184959349593,741.07
desperate,0.2636592094770972,25798,1221.3230482983176,740.26
treatment,0.37660399849268605,100000,946.31299,718.56
stagecoach,0.2791961972894373,2492,932.2323434991974,698.88
printing,0.34838406377959075,33788,1036.5687226234165,580.82
watchtower,0.2794563263776019,533,1296.1669793621013,763.52
search,0.39100365699111905,100000,879.16754,639.76
theory,0.32213539024955073,88058,1181.21946898635,602.77
compatibility,0.32082342341552805,12007,1178.359873407179,1012.67
earth,0.3304209767374173,96294,1086.4967287681475,546.8
quadruplet,0.4135306768368312,23,956.8695652173913,735.3
philanthropic,0.27799654157777287,1581,1482.7438330170778,1008.96
constellation,0.3215881155013374,2385,1399.7526205450733,898.93
lingual,0.37072365678544295,339,1398.3687315634218,801.04
context,0.3118001420246369,100000,1268.67473,630.87
thankless,0.22974112138716446,711,1315.746835443038,821.69
cardiogram,0.3147077793088944,12,873.4166666666666,967.48
clubhouse,0.2976595374329671,3603,771.6422425756314,659.09
expressive,0.2992970319556176,6168,1303.6105706874189,765.52
trusting,0.2544138352083803,5234,1480.0871226595339,667.56
overbid,0.23201617764096194,42,1318.1190476190477,748.26
consultation,0.2854125385932057,92206,974.408964709455,866.75
lapsed,0.3285342185551077,2317,1566.6340094950367,743.07
distinctive,0.3706951299301096,32780,1162.6482611348383,732.03
bathing,0.3428623827250872,6450,1023.5657364341085,643.29
activity,0.35968892956332826,100000,1054.7885,714.84
subsidy,0.2635310572955033,6609,1439.9405356332275,862.41
competence,0.2770143191740427,19812,1252.7823541288108,804.06
based,0.3792708988030847,100000,854.64495,649.1
spoken,0.30400665384112024,37884,1350.1655844155844,589.62
aurora,0.3621566625723237,2552,1106.858934169279,710.38
actor,0.2478257428576923,21539,932.0929012488973,647.87
dealing,0.32587349279016536,87369,1223.995101237281,613.0
blend,0.40110527186415335,20275,834.7564488286066,600.31
tyrannosaurus,0.2566420118494587,355,1134.8084507042254,1003.96
advantage,0.36318015005425425,100000,1119.22503,778.15
veterinarian,0.3341210531700717,1289,1077.688906128782,887.62
portly,0.19280666269558983,504,1277.154761904762,833.67
competent,0.32649748541691187,22146,1334.8100785694933,726.55
acronym,0.3098012685593093,6388,1294.5408578584847,831.33
consumer,0.3258741322672767,59115,970.2715046942401,716.09
weeded,0.3127431547700515,640,1355.5234375,668.72
credit,0.3541094866319325,100000,961.07946,603.42
shoplift,0.2482928251023464,71,1425.3098591549297,713.76
brewer,0.37286398513269964,3857,1166.4516463572725,694.56
glassy,0.31576908234304824,905,1315.27182320442,695.22
buzzard,0.2956514999830346,2647,1368.6433698526635,648.7
seashore,0.30696061140090675,1400,1177.735,694.26
vanish,0.2692930896064636,3011,1500.47891066091,714.1
dealt,0.32277825013234906,46288,1379.902566539924,667.39
every,0.3629572534090314,100000,853.22554,667.03
salvation,0.22376436773792113,12849,1531.1366643318547,650.15
complain,0.2946925145871186,19381,1280.0007739538723,797.03
unshielded,0.29787488281468344,175,1275.2342857142858,941.58
society,0.3413546130663655,100000,947.59211,637.0
boy,0.2605191488412087,64652,1026.4790571057354,688.31
acts,0.3704997392372184,71839,1295.7939837692618,590.34
avalanche,0.31579211662448653,2643,1286.938706015891,666.74
dean,0.37473531040486324,27848,1042.139938236139,705.92
confirmation,0.35553566156064487,27755,1235.156836606017,731.06
advantageous,0.3396388635522575,6518,1564.6868671371587,993.68
adaptation,0.3475831123824396,15194,1316.9574832170595,825.94
confirming,0.35268369743807026,13141,1396.7750551708393,799.88
boundless,0.26665174251672263,1988,1401.4949698189134,718.34
complement,0.3806677780073195,23470,1120.3646357051555,742.38
discovered,0.32249039063923096,72699,1212.2302782706777,636.65
came,0.3075421648948282,100000,1011.97836,668.48
visual,0.344813476640908,69777,954.1492612178798,652.19
eject,0.33371485288272545,1076,1496.6273234200744,609.6
procure,0.33188970454167016,3493,1637.7002576581735,793.22
crossbar,0.17538511851276337,1642,1056.8313032886724,696.03
syntax,0.25683452236835025,9614,1433.1654878302475,772.06
obscenity,0.26759548346924494,928,1326.9536637931035,815.28
detect,0.36586621634539573,19995,1341.9680920230057,702.42
contact,0.3808781584277082,100000,604.29445,619.3
wall,0.3517019025829652,91270,1009.3967897447135,615.53
basics,0.3467026994630506,20015,1014.8816887334499,637.03
complementary,0.3497397365302079,18286,1206.3560100623429,803.56
esteem,0.2941579963468897,7580,1307.7002638522426,661.67
gloom,0.24638912160811474,5332,1317.4167291822955,631.94
fresh,0.3798914667620617,90438,959.0361241955815,630.94
comforting,0.2721406153688471,4525,1263.0828729281768,720.41
retriever,0.2889663093011899,787,854.7560355781449,804.21
keyless,0.25837080188453726,194,994.6494845360825,711.68
catastrophic,0.3026931498718642,6153,1467.2416707297252,813.42
container,0.3864673702072464,12638,1034.5539642348474,745.03
drawers,0.3000499522253499,3920,841.5329081632653,638.64
smoother,0.35660359472456554,3838,1032.9158415841584,731.59
seduction,0.2620036345580164,1589,1103.3184392699811,653.43
clash,0.30431266501778337,13702,1197.7488687782804,730.62
criminology,0.25952584603903806,2326,940.8383490971626,979.48
basin,0.3421064511577355,15071,970.5081945458164,682.93
graduating,0.3181201710908423,8018,846.0634821651284,772.41
infancy,0.339864533913193,5488,1530.9571793002915,671.94
awakening,0.2629574709452895,3908,1522.6159160696009,738.79
decisiveness,0.2594153003937627,278,1739.4424460431655,961.82
vanilla,0.35993909331417784,4064,754.0706200787401,642.22
scrutiny,0.28597986384204,18757,1394.946686570347,886.03
ancestors,0.2794133160705062,10439,1360.689050675352,701.03
accountability,0.24417076505206173,18033,1345.5996783674375,821.21
debt,0.3141308945011454,37895,1186.0085499406255,599.81
fried,0.3225561615775382,5784,920.6936376210235,705.97
orthodox,0.2623986274286012,8362,1665.878856732839,707.85
speculator,0.26758691803093965,286,1617.972027972028,861.7
resentment,0.2346327523401946,4857,1711.6666666666667,789.87
bonus,0.35975269344191474,29904,908.9561597110754,674.97
blackberry,0.3945119247321466,2414,847.4552609776305,721.58
completion,0.34379784905342975,58501,1033.3370198800021,719.03
international,0.37674837743501627,100000,816.29787,835.45
added,0.3834993806882033,100000,970.144,644.0
checklist,0.3340639810619231,11078,1106.23000541614,661.48
museum,0.32377181650945497,79502,793.8929209328068,786.21
formidable,0.3037351457263724,8544,1340.9021535580525,963.0
confetti,0.3113078607566132,1374,939.7954876273653,782.52
classification,0.3639789360485395,22453,1329.454371353494,787.91
debrief,0.27891721560050275,804,1198.2201492537313,759.58
noteworthy,0.34056646395730844,4710,1802.1774946921444,791.74
airborne,0.36223326654102894,5323,1234.7820777756904,716.72
qualifications,0.27318895632868717,51995,863.8991249158573,871.0
follower,0.27504152940750404,2848,1489.7482443820224,707.77
hydrogen,0.3356022981148965,7476,1136.4674959871588,694.44
chronograph,0.2616639631002223,235,1104.0808510638299,775.64
blind,0.33150227823523726,34550,1247.9124746743848,537.37
prostration,0.2742444603753207,312,1826.4711538461538,955.09
diplomat,0.28111806485640584,2809,1707.3392666429334,638.29
cartel,0.2784171849591406,1207,1571.0811930405964,826.41
lucidity,0.22575894602202945,500,1695.738,799.41
proof,0.34958519160710955,44892,1286.0760937360776,615.56
unemotional,0.21667825178423983,270,1385.7555555555555,931.29
copybook,0.2545813537270593,177,1514.276836158192,785.09
sunbathe,0.26679733466280525,578,820.9948096885813,933.6
steed,0.28539060011289996,1237,1304.2546483427648,805.23
content,0.35894001659184394,100000,918.40482,656.76
basis,0.34940530420803345,100000,1086.21688,674.3
crisis,0.29134572758511623,48425,1301.695074858028,626.64
scheme,0.3329550220998809,100000,866.0442,684.19
bitterness,0.23986498743299867,3668,1581.5029989094874,668.74
linear,0.3359736139325282,17438,1273.1962381006997,686.97
clearance,0.3990229229163458,15925,1182.379026687598,625.45
aliens,0.24917225858842593,5774,1213.4265673709733,702.94
basket,0.3839242160240077,15546,892.5231570822076,692.57
determination,0.3555364221361864,31297,1418.5658369811804,913.7
watermark,0.34865886227941456,768,1154.05859375,828.68
overtime,0.2964299298602495,4722,1229.9479034307496,599.0
irrigate,0.3135670563167792,414,1169.2270531400966,853.0
striker,0.19237784372027383,10551,738.4835560610369,609.61
grandpa,0.23679038008805653,1115,1121.0206278026906,664.5
communistic,0.16521394665193087,146,2296.027397260274,1134.0
restrain,0.2984464438901818,2851,1750.7972641178533,892.85
dioxide,0.3158926804204274,10965,1040.0129502963975,789.71
scrambler,0.33888520884018686,262,853.8167938931298,731.42
batch,0.36214012851165217,11670,1169.8054841473866,716.88
clearer,0.31031631334819926,16549,1488.5429935343525,695.03
theological,0.2234752526591089,9891,1557.7202507329896,835.27
labor,0.31803143910599163,7343,1578.0772163965682,630.13
additional,0.3766845249708477,100000,993.86341,678.94
rather,0.3277827497846298,100000,1074.7545,679.1
back,0.36298458792563393,100000,768.57353,617.27
baker,0.3598368829530185,20725,1188.548757539204,604.19
minesweeper,0.29733795880113156,331,1244.3383685800604,800.32
pizzeria,0.2677011195035095,492,872.0630081300814,816.69
blowpipe,0.3006544935127925,100,1006.69,798.29
clawed,0.3128186596044585,1242,1319.9645732689212,682.84
anxious,0.27584614549823055,17016,1473.7557592853784,598.76
contest,0.3142086997364681,17683,1197.494938641633,640.74
complex,0.3685093871882232,100000,1107.30764,822.21
paymaster,0.29566653051410025,793,1508.7843631778057,863.18
dramatize,0.20778926951208046,141,1957.886524822695,739.88
deadpan,0.1702978236116756,879,980.6018202502844,785.96
sang,0.23084272840832568,11155,1190.3833258628417,739.0
incontinence,0.32601196175840624,2054,989.6650438169426,880.0
psychosis,0.3016518743283587,2058,1187.7448979591836,898.97
sobering,0.26436213654928226,1631,1433.6958920907418,793.45
godsend,0.26720992033389834,1147,1183.043591979076,866.14
atmosphere,0.3449625181710561,67052,912.0079043130704,774.84
inferior,0.3220835275770599,8387,1689.5327292237987,716.0
nonchalance,0.19656141015998924,237,1223.535864978903,862.14
distress,0.3265839617968087,16719,1312.8612357198397,842.06
relapse,0.3152183218220698,2366,1350.1906170752325,771.63
squeeze,0.33191808194561645,9788,1104.7553126277073,728.13
telescope,0.3202859223929224,6402,1034.7417994376758,827.81
anatomical,0.3456852537107221,2674,1368.6701570680627,853.42
dedicate,0.3257498431086311,3229,1207.381851966553,830.06
champion,0.3373921436589774,28313,928.0064634620139,722.53
postscript,0.30896658147745326,4941,1404.2960939081158,800.06
inequality,0.2483307873197165,8932,1427.320868786386,967.76
distribute,0.33299492059895186,18660,1262.5334405144695,850.65
cheapen,0.2181165874825186,145,1286.1724137931035,867.19
scalding,0.3158988817183107,615,1015.5479674796748,831.0
musky,0.3076981422224571,190,1138.2105263157894,646.88
scold,0.21980532177417353,373,1496.3941018766757,755.5
decide,0.33313696033194756,99800,1133.7061022044088,656.62
corpse,0.21869754128069255,4073,1380.130861772649,631.74
determine,0.36514926793169933,74261,1352.6897698657438,883.68
spawn,0.3242272935322383,2399,1196.2559399749896,701.22
watchdog,0.3010976224465328,5916,1095.240365111562,703.58
thirty,0.3277697252853775,32999,1335.3202218249037,739.74
cooperation,0.30126436177868504,19936,1561.9491372391653,702.52
spear,0.30968043128417405,3085,1291.2800648298216,627.9
absorption,0.3697027127161286,7898,1198.7332236009115,841.13
disturbed,0.3209033982094589,11802,1441.2703779020505,717.15
adequate,0.33158237671368,48178,1445.446074971979,674.69
attachment,0.38600591546508833,14575,1190.5488164665524,694.32
meadow,0.3213720615375887,9739,1118.0203306294281,584.52
negotiator,0.2983094269021464,1658,1196.5410132689988,760.16
urgency,0.3070104276070219,9871,1637.0830716239489,760.15
dive,0.3080281848749064,12613,885.3910251327995,652.7
administer,0.3422542361681455,11117,1327.1238643518934,852.55
gritty,0.27264533442541516,3949,917.0202582932388,781.68
coordination,0.33091447557808745,10647,1474.338405184559,743.5
contract,0.3450625520609338,94575,986.2537985725614,673.09
bazooka,0.26197175679852414,238,1238.0,888.04
electron,0.3323357991634268,8378,1032.8663165433277,768.03
superhuman,0.2303716818195556,1177,1405.9702633814784,810.45
degenerate,0.29913079719225694,2021,1778.1939633844631,911.62
scale,0.3485928330035029,96629,1186.6707406679154,576.88
guy,0.2641681965381544,48065,1014.0796629564132,608.82
blood,0.3704878373315955,80948,1041.9649651628206,721.19
interim,0.3162738852497492,21405,1331.410604998832,832.36
acquired,0.368785016734192,43689,1260.0529881663576,710.0
administrative,0.31292215634382203,44814,1286.7547641362075,1009.93
singularity,0.2606490302955612,831,1970.158844765343,877.47
coconut,0.35585492442248484,3745,885.8162883845126,766.61
unborn,0.3020102928912504,3441,987.4237140366173,705.82
contracted,0.34628704683035333,12183,1404.3327587622096,702.64
firebox,0.2675090652557065,913,853.0339539978095,752.73
pierce,0.3504944509772181,4058,1286.6976343026122,677.11
complimentary,0.36800612622939816,11325,841.8075055187638,794.9
determined,0.36398292237944824,78897,1394.0250833365021,752.15
decided,0.31372775850195295,100000,1097.58735,709.0
